seller,seller_URL,items_no,sales_no,admirers_no,year_join,metrics
HeroesHoard,https://www.etsy.com/shop/HeroesHoard?ref=shop-header-name&listing_id=494111500&from_page=listing,11,2443,270,2015,"['Smooth shipping', 'Speedy replies', 'Rave reviews']"
HeroesMaskDesign,https://www.etsy.com/uk/shop/HeroesMaskDesign?ref=shop-header-name&listing_id=918364383&from_page=listing,30,360,877,Not known,"['Speedy replies', 'Rave reviews']"
HiggiesHodgepodge,https://www.etsy.com/uk/shop/HiggiesHodgepodge?ref=shop-header-name&listing_id=1252818295&from_page=listing,258,261,1786,2020,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
HigginsCreek,https://www.etsy.com/uk/shop/HigginsCreek?ref=shop-header-name&listing_id=833100219&from_page=listing,"3,238",8127,27043,2014,None
HipToGeek,https://www.etsy.com/uk/shop/HipToGeek?ref=shop-header-name&listing_id=1053463089&from_page=listing,22,211835,567,Not known,['Smooth dispatch']
HippoAndKelpie,https://www.etsy.com/uk/shop/HippoAndKelpie?ref=shop-header-name&listing_id=867321328&from_page=listing,"3,077",5949,4119,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
HippoProps,https://www.etsy.com/uk/shop/HippoProps?ref=shop-header-name&listing_id=1442879713&from_page=listing,24,34646,828,2021,"['Smooth dispatch', 'Rave reviews']"
HoltsclawStudios,https://www.etsy.com/uk/shop/HoltsclawStudios?ref=shop-header-name&listing_id=1659067153&from_page=listing,38,294,1928,2017,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
HolyFashionDesigns,https://www.etsy.com/uk/shop/HolyFashionDesigns?ref=shop-header-name&listing_id=1660280921&from_page=listing,13,914,8,2023,None
Honeyandember,https://www.etsy.com/uk/shop/Honeyandember?ref=shop-header-name&listing_id=1595284287&from_page=listing,186,13,4839,2016,"['Smooth dispatch', 'Rave reviews']"
HorizenCosplay,https://www.etsy.com/uk/shop/HorizenCosplay?ref=shop-header-name&listing_id=982761645&from_page=listing,9,3753,112,2020,None
HornsFromHeaven,https://www.etsy.com/uk/shop/HornsFromHeaven?ref=shop-header-name&listing_id=1061745765&from_page=listing,433,137,1012,2019,"['Smooth dispatch', 'Speedy replies']"
Hororecreations,https://www.etsy.com/uk/shop/Hororecreations?ref=shop-header-name&listing_id=1395784758&from_page=listing,74,1106,267,2019,"['Smooth dispatch', 'Speedy replies']"
HoroscopySciences,https://www.etsy.com/uk/shop/HoroscopySciences?ref=shop-header-name&listing_id=1441221560&from_page=listing,78,982,419,2023,None
HouseOfAvenBoutique,https://www.etsy.com/uk/shop/HouseOfAvenBoutique?ref=shop-header-name&listing_id=1689427056&from_page=listing,9,1010,44,Not known,None
HouseOfLouise,https://www.etsy.com/uk/shop/HouseOfLouise?ref=shop-header-name&listing_id=1348960605&from_page=listing,4,8,176,2018,None
HouseofFaeDesign,https://www.etsy.com/shop/HouseofFaeDesign?ref=shop-header-name&listing_id=1527769848&from_page=listing,22,11,301,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
HrCosplay,https://www.etsy.com/uk/shop/HrCosplay?ref=shop-header-name&listing_id=1493864129&from_page=listing,7,28,56,2023,"['Smooth dispatch', 'Rave reviews']"
Huloportuss,https://www.etsy.com/uk/shop/Huloportuss?ref=shop-header-name&listing_id=1342356901&from_page=listing,104,172,3510,Not known,['Smooth dispatch']
HuntCreation,https://www.etsy.com/uk/shop/HuntCreation?ref=shop-header-name&listing_id=1483701918&from_page=listing,33,18935,967,2016,None
HyperWigs,https://www.etsy.com/uk/shop/HyperWigs?ref=shop-header-name&listing_id=1367762882&from_page=listing,4,529,253,Not known,None
HyperealismPaintings,https://www.etsy.com/uk/shop/HyperealismPaintings?ref=shop-header-name&listing_id=1177714592&from_page=listing,58,31,1555,2015,['Rave reviews']
HyperspaceProps,https://www.etsy.com/uk/shop/HyperspaceProps?ref=shop-header-name&listing_id=733032722&from_page=listing,163,826,6342,2018,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
HyruleCastleTown,https://www.etsy.com/uk/shop/HyruleCastleTown?ref=shop-header-name&listing_id=857094146&from_page=listing,13,19519,957,Not known,None
IJSY,https://www.etsy.com/uk/shop/IJSY?ref=shop-header-name&listing_id=249535706&from_page=listing,308,870,6412,2014,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
IWANZONAKAOS,https://www.etsy.com/uk/shop/IWANZONAKAOS?ref=shop-header-name&listing_id=1309727885&from_page=listing,168,21578,5875,2018,['Smooth dispatch']
IWantFabrics,https://www.etsy.com/uk/shop/IWantFabrics?ref=shop-header-name&listing_id=1000931099&from_page=listing,310,5998,284,2016,"['Smooth dispatch', 'Speedy replies']"
IllustrisModels,https://www.etsy.com/uk/shop/IllustrisModels?ref=shop-header-name&listing_id=1449714636&from_page=listing,473,2031,1841,2019,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
Ilunaneko,https://www.etsy.com/uk/shop/Ilunaneko?ref=shop-header-name&listing_id=842196649&from_page=listing,51,4051,553,2015,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
IlustraStudios,https://www.etsy.com/shop/IlustraStudios?ref=shop-header-name&listing_id=1039068833&from_page=listing,63,269,5898,2014,"['Smooth shipping', 'Speedy replies', 'Rave reviews']"
ImagineProps,https://www.etsy.com/uk/shop/ImagineProps?ref=shop-header-name&listing_id=1244333525&from_page=listing,19,4229,282,Not known,None
ImperialTechShopUS,https://www.etsy.com/uk/shop/ImperialTechShopUS?ref=shop-header-name&listing_id=1260087027&from_page=listing,52,161,2825,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
InThePMShop,https://www.etsy.com/uk/shop/InThePMShop?ref=shop-header-name&listing_id=1107645717&from_page=listing,4,6711,16,Not known,None
IncantatrixPotions,https://www.etsy.com/uk/shop/IncantatrixPotions?ref=shop-header-name&listing_id=1184094505&from_page=listing,34,62,5757,2020,"['Smooth dispatch', 'Rave reviews']"
IndiDesignsJP,https://www.etsy.com/uk/shop/IndiDesignsJP?ref=shop-header-name&listing_id=639613947&from_page=listing,69,5018,2943,2017,"['Speedy replies', 'Rave reviews']"
IndusNiagara,https://www.etsy.com/uk/shop/IndusNiagara?ref=shop-header-name&listing_id=1460474049&from_page=listing,81,544,219,2020,['Smooth dispatch']
InfamousCosplay,https://www.etsy.com/uk/shop/InfamousCosplay?ref=shop-header-name&listing_id=691634981&from_page=listing,46,658,753,2018,"['Smooth dispatch', 'Rave reviews']"
InstinctCreative3D,https://www.etsy.com/uk/shop/InstinctCreative3D?ref=shop-header-name&listing_id=1201797426&from_page=listing,33,1361,663,Not known,"['Speedy replies', 'Rave reviews']"
InstrumentalityProj,https://www.etsy.com/uk/shop/InstrumentalityProj?ref=shop-header-name&listing_id=1332036676&from_page=listing,19,551,165,Not known,['Rave reviews']
IntrepidDawn,https://www.etsy.com/uk/shop/IntrepidDawn?ref=shop-header-name&listing_id=1002101842&from_page=listing,56,156,3834,2020,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
Invent3dPrinting,https://www.etsy.com/uk/shop/Invent3dPrinting?ref=shop-header-name&listing_id=1341068040&from_page=listing,3,2531,63,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
IronWarriorCosplay,https://www.etsy.com/uk/shop/IronWarriorCosplay?ref=shop-header-name&listing_id=1508777113&from_page=listing,2,100,119,Not known,None
IronWoodsShop,https://www.etsy.com/uk/shop/IronWoodsShop?ref=shop-header-name&listing_id=201246250&from_page=listing,136,147,21933,2014,['Rave reviews']
IssabelCosplayShop,https://www.etsy.com/uk/shop/IssabelCosplayShop?ref=shop-header-name&listing_id=868777617&from_page=listing,4,6647,208,Not known,None
Italianboy2003,https://www.etsy.com/uk/shop/Italianboy2003?ref=shop-header-name&listing_id=1042644640&from_page=listing,597,513,379,Not known,['Smooth dispatch']
JADcollection,https://www.etsy.com/uk/shop/JADcollection?ref=shop-header-name&listing_id=1438369239&from_page=listing,73,1838,359,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
JAYcreationsLK,https://www.etsy.com/uk/shop/JAYcreationsLK?ref=shop-header-name&listing_id=1644246421&from_page=listing,17,1269,87,2020,"['Speedy replies', 'Rave reviews']"
JD3dshop,https://www.etsy.com/uk/shop/JD3dshop?ref=shop-header-name&listing_id=1282818356&from_page=listing,151,390,132,Not known,None
JEFXStore,https://www.etsy.com/uk/shop/JEFXStore?ref=shop-header-name&listing_id=728745164&from_page=listing,16,2002,1270,2016,None
JJubsCosplay,https://www.etsy.com/uk/shop/JJubsCosplay?ref=shop-header-name&listing_id=1146413419&from_page=listing,60,324,1470,2019,None
Jacketsinn,https://www.etsy.com/uk/shop/Jacketsinn?ref=shop-header-name&listing_id=1525550508&from_page=listing,75,5085,21,Not known,None
JacquelineC,https://www.etsy.com/uk/shop/JacquelineC?ref=shop-header-name&listing_id=1674442555&from_page=listing,3,66,169,Not known,"['Smooth dispatch', 'Rave reviews']"
JakCosplay,https://www.etsy.com/uk/shop/JakCosplay?ref=shop-header-name&listing_id=740826550&from_page=listing,11,430,696,2019,['Rave reviews']
Janovich,https://www.etsy.com/uk/shop/Janovich?ref=shop-header-name&listing_id=1544196947&from_page=listing,93,853,1689,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
JatJatWorks,https://www.etsy.com/uk/shop/JatJatWorks?ref=shop-header-name&listing_id=1705284319&from_page=listing,0,2063,0,Not known,None
JaydeCraftsStudio,https://www.etsy.com/uk/shop/JaydeCraftsStudio?ref=shop-header-name&listing_id=1549216299&from_page=listing,71,0,444,2020,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
Jedhaworkshop,https://www.etsy.com/uk/shop/Jedhaworkshop?ref=shop-header-name&listing_id=1294584573&from_page=listing,154,746,1031,2021,['Smooth dispatch']
JediRobeUK,https://www.etsy.com/uk/shop/JediRobeUK?ref=shop-header-name&listing_id=205648561&from_page=listing,48,496,4104,2014,['Rave reviews']
JennyDesu,https://www.etsy.com/de-en/shop/JennyDesu?ref=shop-header-name&listing_id=1680368679&from_page=listing,26,3922,865,Not known,None
JessymayCo,https://www.etsy.com/uk/shop/JessymayCo?ref=shop-header-name&listing_id=1192887797&from_page=listing,97,1309,2257,2020,"['Smooth dispatch', 'Rave reviews']"
JesterPropsCostumes,https://www.etsy.com/uk/shop/JesterPropsCostumes?ref=shop-header-name&listing_id=1331870565&from_page=listing,158,9136,4299,2021,['Smooth dispatch']
JewelryByLaowu,https://www.etsy.com/uk/shop/JewelryByLaowu?ref=shop-header-name&listing_id=1633928942&from_page=listing,111,3001,134,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
JillmichelleArtwear,https://www.etsy.com/shop/JillmichelleArtwear?ref=shop-header-name&listing_id=1567240909&from_page=listing,71,137,91,2023,"['Speedy replies', 'Rave reviews']"
JimsArmor,https://www.etsy.com/uk/shop/JimsArmor?ref=shop-header-name&listing_id=1519821144&from_page=listing,33,35,951,Not known,['Rave reviews']
JoelynnCosplay,https://www.etsy.com/uk/shop/JoelynnCosplay?ref=shop-header-name&listing_id=1337682990&from_page=listing,28,179,180,2020,None
JoesPropStore,https://www.etsy.com/uk/shop/JoesPropStore?ref=shop-header-name&listing_id=1438371872&from_page=listing,29,168,714,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
JonnyNElla,https://www.etsy.com/uk/shop/JonnyNElla?ref=shop-header-name&listing_id=1482585276&from_page=listing,18,865,184,2022,['Smooth dispatch']
Justcosplaycom,https://www.etsy.com/uk/shop/Justcosplaycom?ref=shop-header-name&listing_id=1431893043&from_page=listing,5,770,11,Not known,None
K132Store,https://www.etsy.com/uk/shop/K132Store?ref=shop-header-name&listing_id=1059417938&from_page=listing,42,36,304,2020,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
KACosplayTech,https://www.etsy.com/uk/shop/KACosplayTech?ref=shop-header-name&listing_id=1709114137&from_page=listing,13,2450,300,Not known,"['Speedy replies', 'Rave reviews']"
KJpropsnpaints,https://www.etsy.com/uk/shop/KJpropsnpaints?ref=shop-header-name&listing_id=1389797499&from_page=listing,54,451,285,2022,['Rave reviews']
KOMANASHOPUA,https://www.etsy.com/de-en/shop/KOMANASHOPUA?ref=shop-header-name&listing_id=1693958476&from_page=listing,4,206,5,2020,None
KOllectivebykellyO,https://www.etsy.com/uk/shop/KOllectivebykellyO?ref=shop-header-name&listing_id=203779208&from_page=listing,117,6,2396,2014,['Rave reviews']
KTcatvintage,https://www.etsy.com/uk/shop/KTcatvintage?ref=shop-header-name&listing_id=1086102138&from_page=listing,431,6511,17712,2020,None
KaisersPrintingProps,https://www.etsy.com/uk/shop/KaisersPrintingProps?ref=shop-header-name&listing_id=1594577004&from_page=listing,1,14901,1,Not known,None
KamuiCosplayStore,https://www.etsy.com/uk/shop/KamuiCosplayStore?ref=shop-header-name&listing_id=1594933561&from_page=listing,143,0,1587,2023,"['Speedy replies', 'Rave reviews']"
Kangaroomis,https://www.etsy.com/uk/shop/Kangaroomis?ref=shop-header-name&listing_id=596583334&from_page=listing,36,1999,3681,2018,"['Smooth dispatch', 'Rave reviews']"
KaricosShop,https://www.etsy.com/uk/shop/KaricosShop?ref=shop-header-name&listing_id=1607630809&from_page=listing,21,632,24,Not known,"['Smooth dispatch', 'Rave reviews']"
KarinaxxStore,https://www.etsy.com/uk/shop/KarinaxxStore?ref=shop-header-name&listing_id=1669921260&from_page=listing,94,71,27,2023,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
KarissasCustoms,https://www.etsy.com/uk/shop/KarissasCustoms?ref=shop-header-name&listing_id=1261024648&from_page=listing,53,55,569,Not known,['Smooth dispatch']
KarmaAccessoriesShop,https://www.etsy.com/uk/shop/KarmaAccessoriesShop?ref=shop-header-name&listing_id=1280913099&from_page=listing,88,2330,3687,2017,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
KarmicSandwichShop,https://www.etsy.com/uk/shop/KarmicSandwichShop?ref=shop-header-name&listing_id=1141359365&from_page=listing,25,19273,191,Not known,"['Speedy replies', 'Rave reviews']"
KatashasEmbroidery,https://www.etsy.com/uk/shop/KatashasEmbroidery?ref=shop-header-name&listing_id=1543949256&from_page=listing,0,432,0,Not known,['Rave reviews']
Keepstodio,https://www.etsy.com/uk/shop/Keepstodio?ref=shop-header-name&listing_id=1606476948&from_page=listing,22,0,12,Not known,['Smooth dispatch']
Kenickys,https://www.etsy.com/uk/shop/Kenickys?ref=shop-header-name&listing_id=506054330&from_page=listing,73,170,3179,2012,None
KhazadumCosplay,https://www.etsy.com/uk/shop/KhazadumCosplay?ref=shop-header-name&listing_id=1290131436&from_page=listing,19,4171,171,2016,None
KieranscreationsShop,https://www.etsy.com/uk/shop/KieranscreationsShop?ref=shop-header-name&listing_id=1033682359&from_page=listing,2,102,749,2017,['Rave reviews']
Kigus,https://www.etsy.com/uk/shop/Kigus?ref=shop-header-name&listing_id=738863381&from_page=listing,75,396,1384,2019,"['Speedy replies', 'Rave reviews']"
KikisCostumeDesign,https://www.etsy.com/uk/shop/KikisCostumeDesign?ref=shop-header-name&listing_id=1561602254&from_page=listing,18,2900,90,2023,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
KimiwaStyle,https://www.etsy.com/uk/shop/KimiwaStyle?ref=shop-header-name&listing_id=1022642442&from_page=listing,27,58,597,2021,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
KinLil,https://www.etsy.com/uk/shop/KinLil?ref=shop-header-name&listing_id=1654270806&from_page=listing,30,264,35,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
KingdomMadeOfEVA,https://www.etsy.com/uk/shop/KingdomMadeOfEVA?ref=shop-header-name&listing_id=1126007946&from_page=listing,60,47,401,2021,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
KirstenRiaShop,https://www.etsy.com/uk/shop/KirstenRiaShop?ref=shop-header-name&listing_id=1544329373&from_page=listing,1,209,3,Not known,None
KitsusCreations,https://www.etsy.com/uk/shop/KitsusCreations?ref=shop-header-name&listing_id=1597522804&from_page=listing,63,0,1610,Not known,None
KlicKartKonnect,https://www.etsy.com/uk/shop/KlicKartKonnect?ref=shop-header-name&listing_id=1663368608&from_page=listing,45,379,5,Not known,None
KlothesbyKraig,https://www.etsy.com/uk/shop/KlothesbyKraig?ref=shop-header-name&listing_id=743964426&from_page=listing,13,8,1389,2018,"['Speedy replies', 'Rave reviews']"
KokCosStudio,https://www.etsy.com/uk/shop/KokCosStudio?ref=shop-header-name&listing_id=1602663248&from_page=listing,20,11453,354,Not known,None
KokotoVillage,https://www.etsy.com/uk/shop/KokotoVillage?ref=shop-header-name&listing_id=1539054415&from_page=listing,251,300,605,2021,"['Smooth dispatch', 'Rave reviews']"
Korner88Design,https://www.etsy.com/uk/shop/Korner88Design?ref=shop-header-name&listing_id=1540816486&from_page=listing,719,2377,223,2023,"['Smooth dispatch', 'Speedy replies']"
KosplayitProps,https://www.etsy.com/uk/shop/KosplayitProps?ref=shop-header-name&listing_id=1529355444&from_page=listing,152,2948,176,2023,"['Smooth dispatch', 'Rave reviews']"
KriptonTop,https://www.etsy.com/uk/shop/KriptonTop?ref=shop-header-name&listing_id=843948218&from_page=listing,47,287,4211,2015,['Rave reviews']
KronanKreative,https://www.etsy.com/uk/shop/KronanKreative?ref=shop-header-name&listing_id=1036951788&from_page=listing,5,4115,152,2015,"['Speedy replies', 'Rave reviews']"
Krotek,https://www.etsy.com/uk/shop/Krotek?ref=shop-header-name&listing_id=1682276469&from_page=listing,207,631,1108,Not known,"['Speedy replies', 'Rave reviews']"
KukkiiCos,https://www.etsy.com/uk/shop/KukkiiCos?ref=shop-header-name&listing_id=944379863&from_page=listing,8,4191,185,2019,None
KumalatteCreations,https://www.etsy.com/uk/shop/KumalatteCreations?ref=shop-header-name&listing_id=1636377062&from_page=listing,32,342,1791,2020,['Rave reviews']
KunFashions,https://www.etsy.com/uk/shop/KunFashions?ref=shop-header-name&listing_id=1467482828&from_page=listing,59,8255,27,2023,['Smooth dispatch']
Kunlings,https://www.etsy.com/uk/shop/Kunlings?ref=shop-header-name&listing_id=1280414580&from_page=listing,14,124,88,Not known,None
Kurama3D,https://www.etsy.com/uk/shop/Kurama3D?ref=shop-header-name&listing_id=1482471572&from_page=listing,9,50,59,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
KustomLeatherCrafted,https://www.etsy.com/uk/shop/KustomLeatherCrafted?ref=shop-header-name&listing_id=1299347830&from_page=listing,29,73,137,2022,['Smooth dispatch']
Kvprops,https://www.etsy.com/uk/shop/Kvprops?ref=shop-header-name&listing_id=637866438&from_page=listing,47,939,193,2018,None
